match_id,series_id,match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
320167,319695,"South Division:Middlesex v Kent at Uxbridge- Jun 24, 2008",Middlesex won by 6 runs,Middlesex 171/7 (20/20 ov); Kent 165/8 (20/20 ov),24/06/2008,Uxbridge,South Division,Middlesex,Kent,Middlesex,6,,,Middlesex,171,7,20,20,Kent,165,8,20,20,,
320164,319695,"Midlands/West/Wales Division:Warwickshire v Somerset at Birmingham- Jun 24, 2008",Warwickshire won by 4 wickets (with 2 balls remaining),Somerset 173/6 (20/20 ov); Warwickshire 177/6 (19.4/20 ov),24/06/2008,Birmingham,Midlands/West/Wales Division,Warwickshire,Somerset,Warwickshire,,4,2,Somerset,173,6,20,20,Warwickshire,177,6,19.4,20,,
320165,319695,"Midlands/West/Wales Division:Worcestershire v Northamptonshire at Worcester- Jun 24, 2008",Worcestershire won by 4 wickets (with 7 balls remaining),Northamptonshire 160/7 (20/20 ov); Worcestershire 163/6 (18.5/20 ov),24/06/2008,Worcester,Midlands/West/Wales Division,Worcestershire,Northamptonshire,Worcestershire,,4,7,Northamptonshire,160,7,20,20,Worcestershire,163,6,18.5,20,,
320166,319695,"North Division:Durham v Yorkshire at Chester-le-Street- Jun 24, 2008",Durham won by 39 runs (D/L method),"Durham 162/8 (20/20 ov); Yorkshire 49/5 (10/10 ov, target: 89)",24/06/2008,Chester-le-Street,North Division,Durham,Yorkshire,Durham,39,,,Durham,162,8,20,20,Yorkshire,49,5,10,10,1,89
320163,319695,"South Division:Essex v Sussex at Chelmsford- Jun 24, 2008",Essex won by 128 runs,Essex 242/3 (20/20 ov); Sussex 114 (16.4/20 ov),24/06/2008,Chelmsford,South Division,Essex,Sussex,Essex,128,,,Essex,242,3,20,20,Sussex,114,10,16.4,20,,
320171,319695,"Midlands/West/Wales Division:Gloucestershire v Worcestershire at Bristol- Jun 25, 2008",Worcestershire won by 59 runs,Worcestershire 152/8 (20/20 ov); Gloucestershire 93 (16/20 ov),25/06/2008,Bristol,Midlands/West/Wales Division,Gloucestershire,Worcestershire,Worcestershire,59,,,Worcestershire,152,8,20,20,Gloucestershire,93,10,16,20,,
320168,319695,"South Division:Kent v Surrey at Canterbury- Jun 25, 2008",Surrey won by 6 runs,Surrey 166/7 (20/20 ov); Kent 160/9 (20/20 ov),25/06/2008,Canterbury,South Division,Kent,Surrey,Surrey,6,,,Surrey,166,7,20,20,Kent,160,9,20,20,,
320169,319695,"North Division:Lancashire v Nottinghamshire at Manchester- Jun 25, 2008",Lancashire won by 23 runs,Lancashire 155/8 (20/20 ov); Nottinghamshire 132 (19.1/20 ov),25/06/2008,Manchester,North Division,Lancashire,Nottinghamshire,Lancashire,23,,,Lancashire,155,8,20,20,Nottinghamshire,132,10,19.1,20,,
320172,319695,"North Division:Derbyshire v Durham at Derby- Jun 25, 2008",Durham won by 7 wickets (with 16 balls remaining) (D/L method),"Derbyshire 118/6 (18/18 ov); Durham 124/3 (15.2/18 ov, target: 121)",25/06/2008,Derby,North Division,Derbyshire,Durham,Durham,,7,16,Derbyshire,118,6,18,18,Durham,124,3,15.2,18,1,121
320170,319695,"South Division:Hampshire v Essex at Southampton- Jun 25, 2008",Match tied,Hampshire 164/6 (20/20 ov); Essex 164/8 (20/20 ov),25/06/2008,Southampton,South Division,Hampshire,Essex,Match tied,,,,Hampshire,164,6,20,20,Essex,164,8,20,20,,
320173,319695,"South Division:Sussex v Middlesex at Hove- Jun 25, 2008",Middlesex won by 6 wickets (with 6 balls remaining),Sussex 151/7 (20/20 ov); Middlesex 153/4 (19/20 ov),25/06/2008,Hove,South Division,Sussex,Middlesex,Middlesex,,6,6,Sussex,151,7,20,20,Middlesex,153,4,19,20,,
320175,319695,"Midlands/West/Wales Division:Northamptonshire v Somerset at Northampton- Jun 26, 2008",No result,Somerset 137/9 (20/20 ov); Northamptonshire 20/0 (2/20 ov),26/06/2008,Northampton,Midlands/West/Wales Division,Northamptonshire,Somerset,No result,,,,Somerset,137,9,20,20,Northamptonshire,20,0,2,20,,
320176,319695,"Midlands/West/Wales Division:Warwickshire v Glamorgan at Birmingham- Jun 26, 2008",No result,Glamorgan 79/0 (8.4/20 ov),26/06/2008,Birmingham,Midlands/West/Wales Division,Warwickshire,Glamorgan,No result,,,,Glamorgan,79,0,8.4,20,,,,,,,
320174,319695,"North Division:Yorkshire v Leicestershire at Leeds- Jun 26, 2008",Match abandoned without a ball bowled,,26/06/2008,Leeds,North Division,Yorkshire,Leicestershire,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
320184,319695,"North Division:Durham v Lancashire at Chester-le-Street- Jun 27, 2008",No result,"Durham 77/7 (10/10 ov); Lancashire 8/2 (1.4/10 ov, target: 82)",27/06/2008,Chester-le-Street,North Division,Durham,Lancashire,No result,,,,Durham,77,7,10,10,Lancashire,8,2,1.4,10,,82
320185,319695,"South Division:Essex v Hampshire at Chelmsford- Jun 27, 2008",Essex won by 54 runs,Essex 159 (19.4/20 ov); Hampshire 105 (17.3/20 ov),27/06/2008,Chelmsford,South Division,Essex,Hampshire,Essex,54,,,Essex,159,10,19.4,20,Hampshire,105,10,17.3,20,,
320183,319695,"Midlands/West/Wales Division:Gloucestershire v Somerset at Bristol- Jun 27, 2008",Match abandoned without a ball bowled,,27/06/2008,Bristol,Midlands/West/Wales Division,Gloucestershire,Somerset,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
320182,319695,"North Division:Leicestershire v Derbyshire at Leicester- Jun 27, 2008",Leicestershire won by 23 runs,Leicestershire 149/5 (20/20 ov); Derbyshire 126 (19.2/20 ov),27/06/2008,Leicester,North Division,Leicestershire,Derbyshire,Leicestershire,23,,,Leicestershire,149,5,20,20,Derbyshire,126,10,19.2,20,,
320177,319695,"South Division:Surrey v Middlesex at The Oval- Jun 27, 2008",Middlesex won by 7 wickets (with 9 balls remaining),Surrey 139/8 (20/20 ov); Middlesex 140/3 (18.3/20 ov),27/06/2008,The Oval,South Division,Surrey,Middlesex,Middlesex,,7,9,Surrey,139,8,20,20,Middlesex,140,3,18.3,20,,
320180,319695,"South Division:Sussex v Kent at Hove- Jun 27, 2008",Kent won by 50 runs,Kent 162/9 (20/20 ov); Sussex 112 (17/20 ov),27/06/2008,Hove,South Division,Sussex,Kent,Kent,50,,,Kent,162,9,20,20,Sussex,112,10,17,20,,
320179,319695,"Midlands/West/Wales Division:Warwickshire v Northamptonshire at Birmingham- Jun 27, 2008",Northamptonshire won by 13 runs,Northamptonshire 137/8 (20/20 ov); Warwickshire 124/8 (20/20 ov),27/06/2008,Birmingham,Midlands/West/Wales Division,Warwickshire,Northamptonshire,Northamptonshire,13,,,Northamptonshire,137,8,20,20,Warwickshire,124,8,20,20,,
320178,319695,"Midlands/West/Wales Division:Worcestershire v Glamorgan at Worcester- Jun 27, 2008",Glamorgan won by 6 wickets (with 7 balls remaining),Worcestershire 141/8 (20/20 ov); Glamorgan 142/4 (18.5/20 ov),27/06/2008,Worcester,Midlands/West/Wales Division,Worcestershire,Glamorgan,Glamorgan,,6,7,Worcestershire,141,8,20,20,Glamorgan,142,4,18.5,20,,
320181,319695,"North Division:Nottinghamshire v Yorkshire at Nottingham- Jun 27, 2008",Yorkshire won by 9 wickets (with 12 balls remaining),Nottinghamshire 136/8 (20/20 ov); Yorkshire 137/1 (18/20 ov),27/06/2008,Nottingham,North Division,Nottinghamshire,Yorkshire,Yorkshire,,9,12,Nottinghamshire,136,8,20,20,Yorkshire,137,1,18,20,,
320186,319695,"1st Quarter-Final:Durham v Yorkshire at Chester-le-Street- Jul 7, 2008",Match cancelled without a ball bowled,,07/07/2008,Chester-le-Street,1st Quarter-Final,Durham,Yorkshire,Match cancelled without a ball bowled,,,,,,,,,,,,,,,
320187,319695,"2nd Quarter-Final:Essex v Northamptonshire at Chelmsford- Jul 7, 2008",Essex won by 59 runs (D/L method),"Essex 192/9 (20/20 ov); Northamptonshire 115/7 (18/18 ov, target: 175)",07/07/2008,Chelmsford,2nd Quarter-Final,Essex,Northamptonshire,Essex,59,,,Essex,192,9,20,20,Northamptonshire,115,7,18,18,1,175
320188,319695,"3rd Quarter-Final:Middlesex v Lancashire at The Oval- Jul 8, 2008",Middlesex won by 12 runs,Middlesex 176/7 (20/20 ov); Lancashire 164/8 (20/20 ov),08/07/2008,The Oval,3rd Quarter-Final,Middlesex,Lancashire,Middlesex,12,,,Middlesex,176,7,20,20,Lancashire,164,8,20,20,,
320189,319695,"4th Quarter-Final:Warwickshire v Kent at Birmingham- Jul 9-10, 2008",Kent won by 42 runs,Kent 175/6 (20/20 ov); Warwickshire 133/8 (20/20 ov),10/07/2008,Birmingham- Jul 9,4th Quarter-Final,Warwickshire,Kent,Kent,42,,,Kent,175,6,20,20,Warwickshire,133,8,20,20,,
361420,319695,"Quarter-Final Replay:Durham v Glamorgan at Chester-le-Street- Jul 22, 2008",Durham won by 44 runs,Durham 163/8 (20/20 ov); Glamorgan 119 (17.4/20 ov),22/07/2008,Chester-le-Street,Quarter-Final Replay,Durham,Glamorgan,Durham,44,,,Durham,163,8,20,20,Glamorgan,119,10,17.4,20,,
320190,319695,"1st Semi-Final:Essex v Kent at Southampton- Jul 26, 2008",Kent won by 14 runs,Kent 173/7 (20/20 ov); Essex 159/8 (20/20 ov),26/07/2008,Southampton,1st Semi-Final,Essex,Kent,Kent,14,,,Kent,173,7,20,20,Essex,159,8,20,20,,
320191,319695,"2nd Semi-Final:Durham v Middlesex at Southampton- Jul 26, 2008",Middlesex won by 8 wickets (with 26 balls remaining),Durham 138/6 (20/20 ov); Middlesex 141/2 (15.4/20 ov),26/07/2008,Southampton,2nd Semi-Final,Durham,Middlesex,Middlesex,,8,26,Durham,138,6,20,20,Middlesex,141,2,15.4,20,,
320192,319695,"Final:Kent v Middlesex at Southampton- Jul 26, 2008",Middlesex won by 3 runs,Middlesex 187/6 (20/20 ov); Kent 184/5 (20/20 ov),26/07/2008,Southampton,Final,Kent,Middlesex,Middlesex,3,,,Middlesex,187,6,20,20,Kent,184,5,20,20,,
354453,353665,"1st Match:Kenya v Netherlands at Belfast- Aug 2, 2008",Netherlands won by 19 runs,Netherlands 153/5 (20/20 ov); Kenya 134/9 (20/20 ov),02/08/2008,Belfast,1st Match,Kenya,Netherlands,Netherlands,19,,,Netherlands,153,5,20,20,Kenya,134,9,20,20,,
354454,353665,"2nd Match:Ireland v Scotland at Belfast- Aug 2, 2008",Ireland won by 4 wickets (with 1 ball remaining),Scotland 117 (20/20 ov); Ireland 118/6 (19.5/20 ov),02/08/2008,Belfast,2nd Match,Ireland,Scotland,Ireland,,4,1,Scotland,117,10,20,20,Ireland,118,6,19.5,20,,
354455,353665,"3rd Match:Canada v Netherlands at Belfast- Aug 2, 2008",Canada won by 4 wickets (with 3 balls remaining),Netherlands 97 (18.4/20 ov); Canada 99/6 (19.3/20 ov),02/08/2008,Belfast,3rd Match,Canada,Netherlands,Canada,,4,3,Netherlands,97,10,18.4,20,Canada,99,6,19.3,20,,
354456,353665,"4th Match:Bermuda v Scotland at Belfast- Aug 3, 2008",Scotland won by 8 wickets (with 14 balls remaining),Bermuda 99/7 (20/20 ov); Scotland 100/2 (17.4/20 ov),03/08/2008,Belfast,4th Match,Bermuda,Scotland,Scotland,,8,14,Bermuda,99,7,20,20,Scotland,100,2,17.4,20,,
354457,353665,"5th Match:Canada v Kenya at Belfast- Aug 3, 2008",Kenya won by 4 wickets (with 13 balls remaining),Canada 91 (19.4/20 ov); Kenya 92/6 (17.5/20 ov),03/08/2008,Belfast,5th Match,Canada,Kenya,Kenya,,4,13,Canada,91,10,19.4,20,Kenya,92,6,17.5,20,,
354458,353665,"6th Match:Ireland v Bermuda at Belfast- Aug 3, 2008",Ireland won by 4 runs (D/L method),"Ireland 43/7 (9/9 ov); Bermuda 41/8 (9/9 ov, target: 46)",03/08/2008,Belfast,6th Match,Ireland,Bermuda,Ireland,4,,,Ireland,43,7,9,9,Bermuda,41,8,9,9,1,46
361530,353665,"1st Semi-Final:Ireland v Kenya at Belfast- Aug 4, 2008",Ireland won by 4 wickets (with 5 balls remaining),Kenya 67 (17.2/20 ov); Ireland 72/6 (19.1/20 ov),04/08/2008,Belfast,1st Semi-Final,Ireland,Kenya,Ireland,,4,5,Kenya,67,10,17.2,20,Ireland,72,6,19.1,20,,
361531,353665,"2nd Semi-Final:Netherlands v Scotland at Belfast- Aug 4, 2008",Netherlands won by 5 wickets (with 12 balls remaining),Scotland 107/8 (20/20 ov); Netherlands 110/5 (18/20 ov),04/08/2008,Belfast,2nd Semi-Final,Netherlands,Scotland,Netherlands,,5,12,Scotland,107,8,20,20,Netherlands,110,5,18,20,,
354459,353665,"3rd Place Playoff:Kenya v Scotland at Belfast- Aug 4, 2008",Scotland won by 9 wickets (with 11 balls remaining),Kenya 106/9 (20/20 ov); Scotland 107/1 (18.1/20 ov),04/08/2008,Belfast,3rd Place Playoff,Kenya,Scotland,Scotland,,9,11,Kenya,106,9,20,20,Scotland,107,1,18.1,20,,
354460,353665,"5th Place Playoff:Bermuda v Canada at Belfast- Aug 5, 2008",Canada won by 8 wickets (with 57 balls remaining),Bermuda 70 (20/20 ov); Canada 71/2 (10.3/20 ov),05/08/2008,Belfast,5th Place Playoff,Bermuda,Canada,Canada,,8,57,Bermuda,70,10,20,20,Canada,71,2,10.3,20,,
354461,353665,"Final:Ireland v Netherlands at Belfast- Aug 5, 2008",No result (abandoned with a toss),,05/08/2008,Belfast,Final,Ireland,Netherlands,No result (abandoned with a toss),,,,,,,,,,,,,,,
296913,296895,"Only T20I:England v South Africa at Chester-le-Street- Aug 20, 2008",Match abandoned without a ball bowled,,20/08/2008,Chester-le-Street,Only T20I,England,South Africa,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
369897,369896,"Group A:Abbottabad Rhinos v Faisalabad Wolves at Lahore- Oct 4, 2008",Faisalabad Wolves won by 20 runs,Faisalabad Wolves 148/6 (20/20 ov); Abbottabad Rhinos 128 (18.5/20 ov),04/10/2008,Lahore,Group A,Abbottabad Rhinos,Faisalabad Wolves,Faisalabad Wolves,20,,,Faisalabad Wolves,148,6,20,20,Abbottabad Rhinos,128,10,18.5,20,,
369898,369896,"Group A:Lahore Eagles v Karachi Dolphins at Lahore- Oct 4, 2008",Karachi Dolphins won by 25 runs,Karachi Dolphins 184/7 (20/20 ov); Lahore Eagles 159/9 (20/20 ov),04/10/2008,Lahore,Group A,Lahore Eagles,Karachi Dolphins,Karachi Dolphins,25,,,Karachi Dolphins,184,7,20,20,Lahore Eagles,159,9,20,20,,
369899,369896,"Group D:Lahore Lions v Quetta Bears at Lahore- Oct 4, 2008",Lahore Lions won by 2 runs,Lahore Lions 187/4 (20/20 ov); Quetta Bears 185/4 (20/20 ov),04/10/2008,Lahore,Group D,Lahore Lions,Quetta Bears,Lahore Lions,2,,,Lahore Lions,187,4,20,20,Quetta Bears,185,4,20,20,,
369900,369896,"Group B:Karachi Zebras v Sialkot Stallions at Lahore- Oct 4, 2008",Sialkot Stallions won by 32 runs,Sialkot Stallions 179/9 (20/20 ov); Karachi Zebras 147/6 (20/20 ov),04/10/2008,Lahore,Group B,Karachi Zebras,Sialkot Stallions,Sialkot Stallions,32,,,Sialkot Stallions,179,9,20,20,Karachi Zebras,147,6,20,20,,
369901,369896,"Group C:Islamabad Leopards v Peshawar Panthers at Lahore- Oct 4, 2008",Peshawar Panthers won by 14 runs,Peshawar Panthers 175/7 (20/20 ov); Islamabad Leopards 161/9 (20/20 ov),04/10/2008,Lahore,Group C,Islamabad Leopards,Peshawar Panthers,Peshawar Panthers,14,,,Peshawar Panthers,175,7,20,20,Islamabad Leopards,161,9,20,20,,
369902,369896,"Group D:Rawalpindi Rams v Quetta Bears at Lahore- Oct 5, 2008",Rawalpindi Rams won by 75 runs,Rawalpindi Rams 142 (20/20 ov); Quetta Bears 67 (15.3/20 ov),05/10/2008,Lahore,Group D,Rawalpindi Rams,Quetta Bears,Rawalpindi Rams,75,,,Rawalpindi Rams,142,10,20,20,Quetta Bears,67,10,15.3,20,,
369904,369896,"Group B:Hyderabad Hawks v Karachi Zebras at Lahore- Oct 5, 2008",Hyderabad Hawks won by 30 runs,Hyderabad Hawks 169/4 (20/20 ov); Karachi Zebras 139/9 (20/20 ov),05/10/2008,Lahore,Group B,Hyderabad Hawks,Karachi Zebras,Hyderabad Hawks,30,,,Hyderabad Hawks,169,4,20,20,Karachi Zebras,139,9,20,20,,
369903,369896,"Group C:Multan Tigers v Peshawar Panthers at Lahore- Oct 5, 2008",Multan Tigers won by 7 wickets (with 19 balls remaining),Peshawar Panthers 103 (19.3/20 ov); Multan Tigers 104/3 (16.5/20 ov),05/10/2008,Lahore,Group C,Multan Tigers,Peshawar Panthers,Multan Tigers,,7,19,Peshawar Panthers,103,10,19.3,20,Multan Tigers,104,3,16.5,20,,
369905,369896,"Group A:Faisalabad Wolves v Karachi Dolphins at Lahore- Oct 5, 2008",Karachi Dolphins won by 8 runs,Karachi Dolphins 155 (20/20 ov); Faisalabad Wolves 147/5 (20/20 ov),05/10/2008,Lahore,Group A,Faisalabad Wolves,Karachi Dolphins,Karachi Dolphins,8,,,Karachi Dolphins,155,10,20,20,Faisalabad Wolves,147,5,20,20,,
369906,369896,"Group A:Lahore Eagles v Abbottabad Rhinos at Lahore- Oct 5, 2008",Lahore Eagles won by 8 wickets (with 43 balls remaining),Abbottabad Rhinos 87 (15.4/20 ov); Lahore Eagles 88/2 (12.5/20 ov),05/10/2008,Lahore,Group A,Lahore Eagles,Abbottabad Rhinos,Lahore Eagles,,8,43,Abbottabad Rhinos,87,10,15.4,20,Lahore Eagles,88,2,12.5,20,,
369908,369896,"Group B:Hyderabad Hawks v Sialkot Stallions at Lahore- Oct 6, 2008",Sialkot Stallions won by 8 wickets (with 5 balls remaining),Hyderabad Hawks 142/5 (20/20 ov); Sialkot Stallions 145/2 (19.1/20 ov),06/10/2008,Lahore,Group B,Hyderabad Hawks,Sialkot Stallions,Sialkot Stallions,,8,5,Hyderabad Hawks,142,5,20,20,Sialkot Stallions,145,2,19.1,20,,
369909,369896,"Group A:Abbottabad Rhinos v Karachi Dolphins at Lahore- Oct 6, 2008",Karachi Dolphins won by 6 wickets (with 21 balls remaining),Abbottabad Rhinos 96/9 (20/20 ov); Karachi Dolphins 99/4 (16.3/20 ov),06/10/2008,Lahore,Group A,Abbottabad Rhinos,Karachi Dolphins,Karachi Dolphins,,6,21,Abbottabad Rhinos,96,9,20,20,Karachi Dolphins,99,4,16.3,20,,
369907,369896,"Group A:Lahore Eagles v Faisalabad Wolves at Lahore- Oct 6, 2008",Faisalabad Wolves won by 6 wickets (with 8 balls remaining),Lahore Eagles 106/8 (20/20 ov); Faisalabad Wolves 112/4 (18.4/20 ov),06/10/2008,Lahore,Group A,Lahore Eagles,Faisalabad Wolves,Faisalabad Wolves,,6,8,Lahore Eagles,106,8,20,20,Faisalabad Wolves,112,4,18.4,20,,
369910,369896,"Group C:Islamabad Leopards v Multan Tigers at Lahore- Oct 6, 2008",Islamabad Leopards won by 6 wickets (with 16 balls remaining),Multan Tigers 141/8 (20/20 ov); Islamabad Leopards 142/4 (17.2/20 ov),06/10/2008,Lahore,Group C,Islamabad Leopards,Multan Tigers,Islamabad Leopards,,6,16,Multan Tigers,141,8,20,20,Islamabad Leopards,142,4,17.2,20,,
369911,369896,"Group D:Lahore Lions v Rawalpindi Rams at Lahore- Oct 6, 2008",Lahore Lions won by 21 runs,Lahore Lions 171/8 (20/20 ov); Rawalpindi Rams 150/7 (20/20 ov),06/10/2008,Lahore,Group D,Lahore Lions,Rawalpindi Rams,Lahore Lions,21,,,Lahore Lions,171,8,20,20,Rawalpindi Rams,150,7,20,20,,
369912,369896,"1st Semi-Final:Islamabad Leopards v Karachi Dolphins at Lahore- Oct 7, 2008",Karachi Dolphins won by 9 wickets (with 56 balls remaining),Islamabad Leopards 68 (16/20 ov); Karachi Dolphins 69/1 (10.4/20 ov),07/10/2008,Lahore,1st Semi-Final,Islamabad Leopards,Karachi Dolphins,Karachi Dolphins,,9,56,Islamabad Leopards,68,10,16,20,Karachi Dolphins,69,1,10.4,20,,
369913,369896,"2nd Semi-Final:Lahore Lions v Sialkot Stallions at Lahore- Oct 7, 2008",Sialkot Stallions won by 6 runs,Sialkot Stallions 117/6 (20/20 ov); Lahore Lions 111/6 (20/20 ov),07/10/2008,Lahore,2nd Semi-Final,Lahore Lions,Sialkot Stallions,Sialkot Stallions,6,,,Sialkot Stallions,117,6,20,20,Lahore Lions,111,6,20,20,,
369914,369896,"Final:Karachi Dolphins v Sialkot Stallions at Lahore- Oct 8, 2008",Sialkot Stallions won by 7 wickets (with 2 balls remaining),Karachi Dolphins 125/9 (20/20 ov); Sialkot Stallions 126/3 (19.4/20 ov),08/10/2008,Lahore,Final,Karachi Dolphins,Sialkot Stallions,Sialkot Stallions,,7,2,Karachi Dolphins,125,9,20,20,Sialkot Stallions,126,3,19.4,20,,
361653,361644,"1st Match:Sri Lanka v Zimbabwe at King City (NW)- Oct 10, 2008",Sri Lanka won by 5 wickets (with 6 balls remaining),Zimbabwe 106/8 (17/17 ov); Sri Lanka 107/5 (16/17 ov),10/10/2008,King City (NW),1st Match,Sri Lanka,Zimbabwe,Sri Lanka,,5,6,Zimbabwe,106,8,17,17,Sri Lanka,107,5,16,17,,
361654,361644,"2nd Match:Canada v Pakistan at King City (NW)- Oct 10, 2008",Pakistan won by 35 runs,Pakistan 137/7 (20/20 ov); Canada 102/9 (20/20 ov),10/10/2008,King City (NW),2nd Match,Canada,Pakistan,Pakistan,35,,,Pakistan,137,7,20,20,Canada,102,9,20,20,,
361655,361644,"3rd Match:Canada v Zimbabwe at King City (NW)- Oct 11, 2008",Match tied (Zimbabwe won the bowl-out),Canada 135/7 (20/20 ov); Zimbabwe 135/9 (20/20 ov),11/10/2008,King City (NW),3rd Match,Canada,Zimbabwe,Match tied (Zimbabwe,,,,Canada,135,7,20,20,Zimbabwe,135,9,20,20,,
361656,361644,"4th Match:Pakistan v Sri Lanka at King City (NW)- Oct 11, 2008",Pakistan won by 3 wickets (with 1 ball remaining),Sri Lanka 137/9 (20/20 ov); Pakistan 141/7 (19.5/20 ov),11/10/2008,King City (NW),4th Match,Pakistan,Sri Lanka,Pakistan,,3,1,Sri Lanka,137,9,20,20,Pakistan,141,7,19.5,20,,
361657,361644,"5th Match:Pakistan v Zimbabwe at King City (NW)- Oct 12, 2008",Pakistan won by 7 wickets (with 6 balls remaining),Zimbabwe 107/8 (20/20 ov); Pakistan 110/3 (19/20 ov),12/10/2008,King City (NW),5th Match,Pakistan,Zimbabwe,Pakistan,,7,6,Zimbabwe,107,8,20,20,Pakistan,110,3,19,20,,
361658,361644,"6th Match:Canada v Sri Lanka at King City (NW)- Oct 12, 2008",Sri Lanka won by 15 runs,Sri Lanka 153/7 (20/20 ov); Canada 138 (20/20 ov),12/10/2008,King City (NW),6th Match,Canada,Sri Lanka,Sri Lanka,15,,,Sri Lanka,153,7,20,20,Canada,138,10,20,20,,
361659,361644,"3rd Place Playoff:Canada v Zimbabwe at King City (NW)- Oct 13, 2008",Zimbabwe won by 109 runs,Zimbabwe 184/5 (20/20 ov); Canada 75 (19.2/20 ov),13/10/2008,King City (NW),3rd Place Playoff,Canada,Zimbabwe,Zimbabwe,109,,,Zimbabwe,184,5,20,20,Canada,75,10,19.2,20,,
361660,361644,"Final:Pakistan v Sri Lanka at King City (NW)- Oct 13, 2008",Sri Lanka won by 5 wickets (with 6 balls remaining),Pakistan 132/7 (20/20 ov); Sri Lanka 133/5 (19/20 ov),13/10/2008,King City (NW),Final,Pakistan,Sri Lanka,Sri Lanka,,5,6,Pakistan,132,7,20,20,Sri Lanka,133,5,19,20,,
362440,354384,"Stanford Superstars v Trinidad & Tobago at Coolidge- Oct 25, 2008",Stanford Superstars won by 22 runs,Stanford Superstars 146/5 (20/20 ov); Trinidad & Tobago 124/8 (20/20 ov),25/10/2008,Coolidge,,Stanford Superstars,Trinidad & Tobago,Stanford Superstars,22,,,Stanford Superstars,146,5,20,20,Trinidad & Tobago,124,8,20,20,,
362441,354384,"England v Middlesex at Coolidge- Oct 26, 2008",England won by 12 runs,England 121/4 (20/20 ov); Middlesex 109/4 (20/20 ov),26/10/2008,Coolidge,,England,Middlesex,England,12,,,England,121,4,20,20,Middlesex,109,4,20,20,,
362442,354384,"Middlesex v Trinidad & Tobago at Coolidge- Oct 27, 2008",Trinidad & Tobago won by 5 wickets (with 4 balls remaining),Middlesex 117/8 (20/20 ov); Trinidad & Tobago 122/5 (19.2/20 ov),27/10/2008,Coolidge,,Middlesex,Trinidad & Tobago,Trinidad & Tobago,,5,4,Middlesex,117,8,20,20,Trinidad & Tobago,122,5,19.2,20,,
362443,354384,"England v Trinidad & Tobago at Coolidge- Oct 28, 2008",England won by 1 run,England 141/6 (20/20 ov); Trinidad & Tobago 140/9 (20/20 ov),28/10/2008,Coolidge,,England,Trinidad & Tobago,England,1,,,England,141,6,20,20,Trinidad & Tobago,140,9,20,20,,
362444,354384,"Stanford Superstars v Middlesex at Coolidge- Oct 30, 2008",Stanford Superstars won by 58 runs,Stanford Superstars 173/4 (20/20 ov); Middlesex 115 (17.3/20 ov),30/10/2008,Coolidge,,Stanford Superstars,Middlesex,Stanford Superstars,58,,,Stanford Superstars,173,4,20,20,Middlesex,115,10,17.3,20,,
354386,362491,"Stanford Superstars v England at Coolidge- Nov 1, 2008",Stanford Superstars won by 10 wickets (with 44 balls remaining),England 99 (19.5/20 ov); Stanford Superstars 101/0 (12.4/20 ov),01/11/2008,Coolidge,,Stanford Superstars,England,Stanford Superstars,,10,44,England,99,10,19.5,20,Stanford Superstars,101,0,12.4,20,,
350347,350339,"Only T20I:South Africa v Bangladesh at Johannesburg- Nov 5, 2008",South Africa won by 12 runs (D/L method),"South Africa 118/7 (14/14 ov); Bangladesh 109/8 (14/14 ov, target: 122)",05/11/2008,Johannesburg,Only T20I,South Africa,Bangladesh,South Africa,12,,,South Africa,118,7,14,14,Bangladesh,109,8,14,14,1,122
366707,366702,"1st T20I:New Zealand v West Indies at Auckland- Dec 26, 2008",Match tied (West Indies won the one-over eliminator),New Zealand 155/7 (20/20 ov); West Indies 155/8 (20/20 ov),26/12/2008,Auckland,1st T20I,New Zealand,West Indies,West Indies,,,,New Zealand,155,7,20,20,West Indies,155,8,20,20,,
366708,366702,"2nd T20I:New Zealand v West Indies at Hamilton- Dec 28, 2008",New Zealand won by 36 runs,New Zealand 191/9 (20/20 ov); West Indies 155/7 (20/20 ov),28/12/2008,Hamilton,2nd T20I,New Zealand,West Indies,New Zealand,36,,,New Zealand,191,9,20,20,West Indies,155,7,20,20,,
351694,351618,"1st T20I:Australia v South Africa at Melbourne- Jan 11, 2009",Australia won by 52 runs,Australia 182/9 (20/20 ov); South Africa 130 (18/20 ov),11/01/2009,Melbourne,1st T20I,Australia,South Africa,Australia,52,,,Australia,182,9,20,20,South Africa,130,10,18,20,,
351695,351618,"2nd T20I:Australia v South Africa at Brisbane- Jan 13, 2009",Australia won by 6 wickets (with 7 balls remaining),South Africa 157/5 (20/20 ov); Australia 161/4 (18.5/20 ov),13/01/2009,Brisbane,2nd T20I,Australia,South Africa,Australia,,6,7,South Africa,157,5,20,20,Australia,161,4,18.5,20,,
